144	429	533
144	429	543
144	429	746
144	429	883
144	533	543
144	533	746
144	533	883
144	543	746
144	543	883
144	746	883
429	144	533
429	144	543
429	144	746
429	144	883
429	533	543
429	533	746
429	533	883
429	543	746
429	543	883
429	746	883
533	144	429
533	144	543
533	144	746
533	144	883
533	429	543
533	429	746
533	429	883
533	543	746
533	543	883
533	746	883
543	144	429
543	144	533
543	144	746
543	144	883
543	429	533
543	429	746
543	429	883
543	533	746
543	533	883
543	746	883
746	144	429
746	144	533
746	144	543
746	144	883
746	429	533
746	429	543
746	429	883
746	533	543
746	533	883
746	543	883
883	144	429
883	144	533
883	144	543
883	144	746
883	429	533
883	429	543
883	429	746
883	533	543
883	533	746
883	543	746
144	429	533
144	429	543
144	429	746
144	429	883
144	533	543
144	533	746
144	533	883
144	543	746
144	543	883
144	746	883
429	144	533
429	144	543
429	144	746
429	144	883
429	533	543
429	533	746
429	533	883
429	543	746
429	543	883
429	746	883
533	144	429
533	144	543
533	144	746
533	144	883
533	429	543
533	429	746
533	429	883
533	543	746
533	543	883
533	746	883
543	144	429
543	144	533
543	144	746
543	144	883
543	429	533
543	429	746
543	429	883
543	533	746
543	533	883
543	746	883
746	144	429
746	144	533
746	144	543
746	144	883
746	429	533
746	429	543
746	429	883
746	533	543
746	533	883
746	543	883
883	144	429
883	144	533
883	144	543
883	144	746
883	429	533
883	429	543
883	429	746
883	533	543
883	533	746
883	543	746
144	429	533
144	429	543
144	429	746
144	429	883
144	533	543
144	533	746
144	533	883
144	543	746
144	543	883
144	746	883
429	144	533
429	144	543
429	144	746
429	144	883
429	533	543
429	533	746
429	533	883
429	543	746
429	543	883
429	746	883
533	144	429
533	144	543
533	144	746
533	144	883
533	429	543
533	429	746
533	429	883
533	543	746
533	543	883
533	746	883
543	144	429
543	144	533
543	144	746
543	144	883
543	429	533
543	429	746
543	429	883
543	533	746
543	533	883
543	746	883
746	144	429
746	144	533
746	144	543
746	144	883
746	429	533
746	429	543
746	429	883
746	533	543
746	533	883
746	543	883
883	144	429
883	144	533
883	144	543
883	144	746
883	429	533
883	429	543
883	429	746
883	533	543
883	533	746
883	543	746
144	429	533
144	429	543
144	429	746
144	429	883
144	533	543
144	533	746
144	533	883
144	543	746
144	543	883
144	746	883
429	144	533
429	144	543
429	144	746
429	144	883
429	533	543
429	533	746
429	533	883
429	543	746
429	543	883
429	746	883
533	144	429
533	144	543
533	144	746
533	144	883
533	429	543
533	429	746
533	429	883
533	543	746
533	543	883
533	746	883
543	144	429
543	144	533
543	144	746
543	144	883
543	429	533
543	429	746
543	429	883
543	533	746
543	533	883
543	746	883
746	144	429
746	144	533
746	144	543
746	144	883
746	429	533
746	429	543
746	429	883
746	533	543
746	533	883
746	543	883
883	144	429
883	144	533
883	144	543
883	144	746
883	429	533
883	429	543
883	429	746
883	533	543
883	533	746
883	543	746
22	182	183
22	182	388
22	182	519
22	182	988
22	183	388
22	183	519
22	183	988
22	388	519
22	388	988
22	519	988
182	22	183
182	22	388
182	22	519
182	22	988
182	183	388
182	183	519
182	183	988
182	388	519
182	388	988
182	519	988
183	22	182
183	22	388
183	22	519
183	22	988
183	182	388
183	182	519
183	182	988
183	388	519
183	388	988
183	519	988
388	22	182
388	22	183
388	22	519
388	22	988
388	182	183
388	182	519
388	182	988
388	183	519
388	183	988
388	519	988
519	22	182
519	22	183
519	22	388
519	22	988
519	182	183
519	182	388
519	182	988
519	183	388
519	183	988
519	388	988
988	22	182
988	22	183
988	22	388
988	22	519
988	182	183
988	182	388
988	182	519
988	183	388
988	183	519
988	388	519
22	182	183
22	182	388
22	182	519
22	182	988
22	183	388
22	183	519
22	183	988
22	388	519
22	388	988
22	519	988
182	22	183
182	22	388
182	22	519
182	22	988
182	183	388
182	183	519
182	183	988
182	388	519
182	388	988
182	519	988
183	22	182
183	22	388
183	22	519
183	22	988
183	182	388
183	182	519
183	182	988
183	388	519
183	388	988
183	519	988
388	22	182
388	22	183
388	22	519
388	22	988
388	182	183
388	182	519
388	182	988
388	183	519
388	183	988
388	519	988
519	22	182
519	22	183
519	22	388
519	22	988
519	182	183
519	182	388
519	182	988
519	183	388
519	183	988
519	388	988
988	22	182
988	22	183
988	22	388
988	22	519
988	182	183
988	182	388
988	182	519
988	183	388
988	183	519
988	388	519
22	182	183
22	182	388
22	182	519
22	182	988
22	183	388
22	183	519
22	183	988
22	388	519
22	388	988
22	519	988
182	22	183
182	22	388
182	22	519
182	22	988
182	183	388
182	183	519
182	183	988
182	388	519
182	388	988
182	519	988
183	22	182
183	22	388
183	22	519
183	22	988
183	182	388
183	182	519
183	182	988
183	388	519
183	388	988
183	519	988
388	22	182
388	22	183
388	22	519
388	22	988
388	182	183
388	182	519
388	182	988
388	183	519
388	183	988
388	519	988
519	22	182
519	22	183
519	22	388
519	22	988
519	182	183
519	182	388
519	182	988
519	183	388
519	183	988
519	388	988
988	22	182
988	22	183
988	22	388
988	22	519
988	182	183
988	182	388
988	182	519
988	183	388
988	183	519
988	388	519
22	182	183
22	182	388
22	182	519
22	182	988
22	183	388
22	183	519
22	183	988
22	388	519
22	388	988
22	519	988
182	22	183
182	22	388
182	22	519
182	22	988
182	183	388
182	183	519
182	183	988
182	388	519
182	388	988
182	519	988
183	22	182
183	22	388
183	22	519
183	22	988
183	182	388
183	182	519
183	182	988
183	388	519
183	388	988
183	519	988
388	22	182
388	22	183
388	22	519
388	22	988
388	182	183
388	182	519
388	182	988
388	183	519
388	183	988
388	519	988
519	22	182
519	22	183
519	22	388
519	22	988
519	182	183
519	182	388
519	182	988
519	183	388
519	183	988
519	388	988
988	22	182
988	22	183
988	22	388
988	22	519
988	182	183
988	182	388
988	182	519
988	183	388
988	183	519
988	388	519
22	32	189
22	32	251
22	32	356
22	32	408
22	189	251
22	189	356
22	189	408
22	251	356
22	251	408
22	356	408
32	22	189
32	22	251
32	22	356
32	22	408
32	189	251
32	189	356
32	189	408
32	251	356
32	251	408
32	356	408
189	22	32
189	22	251
189	22	356
189	22	408
189	32	251
189	32	356
189	32	408
189	251	356
189	251	408
189	356	408
251	22	32
251	22	189
251	22	356
251	22	408
251	32	189
251	32	356
251	32	408
251	189	356
251	189	408
251	356	408
356	22	32
356	22	189
356	22	251
356	22	408
356	32	189
356	32	251
356	32	408
356	189	251
356	189	408
356	251	408
408	22	32
408	22	189
408	22	251
408	22	356
408	32	189
408	32	251
408	32	356
408	189	251
408	189	356
408	251	356
22	32	189
22	32	251
22	32	356
22	32	408
22	189	251
22	189	356
22	189	408
22	251	356
22	251	408
22	356	408
32	22	189
32	22	251
32	22	356
32	22	408
32	189	251
32	189	356
32	189	408
32	251	356
32	251	408
32	356	408
189	22	32
189	22	251
189	22	356
189	22	408
189	32	251
189	32	356
189	32	408
189	251	356
189	251	408
189	356	408
251	22	32
251	22	189
251	22	356
251	22	408
251	32	189
251	32	356
251	32	408
251	189	356
251	189	408
251	356	408
356	22	32
356	22	189
356	22	251
356	22	408
356	32	189
356	32	251
356	32	408
356	189	251
356	189	408
356	251	408
408	22	32
408	22	189
408	22	251
408	22	356
408	32	189
408	32	251
408	32	356
408	189	251
408	189	356
408	251	356
22	32	189
22	32	251
22	32	356
22	32	408
22	189	251
22	189	356
22	189	408
22	251	356
22	251	408
22	356	408
32	22	189
32	22	251
32	22	356
32	22	408
32	189	251
32	189	356
32	189	408
32	251	356
32	251	408
32	356	408
189	22	32
189	22	251
189	22	356
189	22	408
189	32	251
189	32	356
189	32	408
189	251	356
189	251	408
189	356	408
251	22	32
251	22	189
251	22	356
251	22	408
251	32	189
251	32	356
251	32	408
251	189	356
251	189	408
251	356	408
356	22	32
356	22	189
356	22	251
356	22	408
356	32	189
356	32	251
356	32	408
356	189	251
356	189	408
356	251	408
408	22	32
408	22	189
408	22	251
408	22	356
408	32	189
408	32	251
408	32	356
408	189	251
408	189	356
408	251	356
22	32	189
22	32	251
22	32	356
22	32	408
22	189	251
22	189	356
22	189	408
22	251	356
22	251	408
22	356	408
32	22	189
32	22	251
32	22	356
32	22	408
32	189	251
32	189	356
32	189	408
32	251	356
32	251	408
32	356	408
189	22	32
189	22	251
189	22	356
189	22	408
189	32	251
189	32	356
189	32	408
189	251	356
189	251	408
189	356	408
251	22	32
251	22	189
251	22	356
251	22	408
251	32	189
251	32	356
251	32	408
251	189	356
251	189	408
251	356	408
356	22	32
356	22	189
356	22	251
356	22	408
356	32	189
356	32	251
356	32	408
356	189	251
356	189	408
356	251	408
408	22	32
408	22	189
408	22	251
408	22	356
408	32	189
408	32	251
408	32	356
408	189	251
408	189	356
408	251	356
32	251	320
32	251	393
32	251	713
32	251	766
32	320	393
32	320	713
32	320	766
32	393	713
32	393	766
32	713	766
251	32	320
251	32	393
251	32	713
251	32	766
251	320	393
251	320	713
251	320	766
251	393	713
251	393	766
251	713	766
320	32	251
320	32	393
320	32	713
320	32	766
320	251	393
320	251	713
320	251	766
320	393	713
320	393	766
320	713	766
393	32	251
393	32	320
393	32	713
393	32	766
393	251	320
393	251	713
393	251	766
393	320	713
393	320	766
393	713	766
713	32	251
713	32	320
713	32	393
713	32	766
713	251	320
713	251	393
713	251	766
713	320	393
713	320	766
713	393	766
766	32	251
766	32	320
766	32	393
766	32	713
766	251	320
766	251	393
766	251	713
766	320	393
766	320	713
766	393	713
32	251	320
32	251	393
32	251	713
32	251	766
32	320	393
32	320	713
32	320	766
32	393	713
32	393	766
32	713	766
251	32	320
251	32	393
251	32	713
251	32	766
251	320	393
251	320	713
251	320	766
251	393	713
251	393	766
251	713	766
320	32	251
320	32	393
320	32	713
320	32	766
320	251	393
320	251	713
320	251	766
320	393	713
320	393	766
320	713	766
393	32	251
393	32	320
393	32	713
393	32	766
393	251	320
393	251	713
393	251	766
393	320	713
393	320	766
393	713	766
713	32	251
713	32	320
713	32	393
713	32	766
713	251	320
713	251	393
713	251	766
713	320	393
713	320	766
713	393	766
766	32	251
766	32	320
766	32	393
766	32	713
766	251	320
766	251	393
766	251	713
766	320	393
766	320	713
766	393	713
32	251	320
32	251	393
32	251	713
32	251	766
32	320	393
32	320	713
32	320	766
32	393	713
32	393	766
32	713	766
251	32	320
251	32	393
251	32	713
251	32	766
251	320	393
251	320	713
251	320	766
251	393	713
251	393	766
251	713	766
320	32	251
320	32	393
320	32	713
320	32	766
320	251	393
320	251	713
320	251	766
320	393	713
320	393	766
320	713	766
393	32	251
393	32	320
393	32	713
393	32	766
393	251	320
393	251	713
393	251	766
393	320	713
393	320	766
393	713	766
713	32	251
713	32	320
713	32	393
713	32	766
713	251	320
713	251	393
713	251	766
713	320	393
713	320	766
713	393	766
766	32	251
766	32	320
766	32	393
766	32	713
766	251	320
766	251	393
766	251	713
766	320	393
766	320	713
766	393	713
109	278	320
109	278	408
109	278	437
109	278	766
109	320	408
109	320	437
109	320	766
109	408	437
109	408	766
109	437	766
278	109	320
278	109	408
278	109	437
278	109	766
278	320	408
278	320	437
278	320	766
278	408	437
278	408	766
278	437	766
320	109	278
320	109	408
320	109	437
320	109	766
320	278	408
320	278	437
320	278	766
320	408	437
320	408	766
320	437	766
408	109	278
408	109	320
408	109	437
408	109	766
408	278	320
408	278	437
408	278	766
408	320	437
408	320	766
408	437	766
437	109	278
437	109	320
437	109	408
437	109	766
437	278	320
437	278	408
437	278	766
437	320	408
437	320	766
437	408	766
766	109	278
766	109	320
766	109	408
766	109	437
766	278	320
766	278	408
766	278	437
766	320	408
766	320	437
766	408	437
109	278	320
109	278	408
109	278	437
109	278	766
109	320	408
109	320	437
109	320	766
109	408	437
109	408	766
109	437	766
278	109	320
278	109	408
278	109	437
278	109	766
278	320	408
278	320	437
278	320	766
278	408	437
278	408	766
278	437	766
320	109	278
320	109	408
320	109	437
320	109	766
320	278	408
320	278	437
320	278	766
320	408	437
320	408	766
320	437	766
408	109	278
408	109	320
408	109	437
408	109	766
408	278	320
408	278	437
408	278	766
408	320	437
408	320	766
408	437	766
437	109	278
437	109	320
437	109	408
437	109	766
437	278	320
437	278	408
437	278	766
437	320	408
437	320	766
437	408	766
766	109	278
766	109	320
766	109	408
766	109	437
766	278	320
766	278	408
766	278	437
766	320	408
766	320	437
766	408	437
109	278	320
109	278	408
109	278	437
109	278	766
109	320	408
109	320	437
109	320	766
109	408	437
109	408	766
109	437	766
278	109	320
278	109	408
278	109	437
278	109	766
278	320	408
278	320	437
278	320	766
278	408	437
278	408	766
278	437	766
320	109	278
320	109	408
320	109	437
320	109	766
320	278	408
320	278	437
320	278	766
320	408	437
320	408	766
320	437	766
408	109	278
408	109	320
408	109	437
408	109	766
408	278	320
408	278	437
408	278	766
408	320	437
408	320	766
408	437	766
437	109	278
437	109	320
437	109	408
437	109	766
437	278	320
437	278	408
437	278	766
437	320	408
437	320	766
437	408	766
766	109	278
766	109	320
766	109	408
766	109	437
766	278	320
766	278	408
766	278	437
766	320	408
766	320	437
766	408	437
15	22	32
15	22	278
15	22	519
15	22	1051
15	32	278
15	32	519
15	32	1051
15	278	519
15	278	1051
15	519	1051
22	15	32
22	15	278
22	15	519
22	15	1051
22	32	278
22	32	519
22	32	1051
22	278	519
22	278	1051
22	519	1051
32	15	22
32	15	278
32	15	519
32	15	1051
32	22	278
32	22	519
32	22	1051
32	278	519
32	278	1051
32	519	1051
278	15	22
278	15	32
278	15	519
278	15	1051
278	22	32
278	22	519
278	22	1051
278	32	519
278	32	1051
278	519	1051
519	15	22
519	15	32
519	15	278
519	15	1051
519	22	32
519	22	278
519	22	1051
519	32	278
519	32	1051
519	278	1051
1051	15	22
1051	15	32
1051	15	278
1051	15	519
1051	22	32
1051	22	278
1051	22	519
1051	32	278
1051	32	519
1051	278	519
15	22	32
15	22	278
15	22	519
15	22	1051
15	32	278
15	32	519
15	32	1051
15	278	519
15	278	1051
15	519	1051
22	15	32
22	15	278
22	15	519
22	15	1051
22	32	278
22	32	519
22	32	1051
22	278	519
22	278	1051
22	519	1051
32	15	22
32	15	278
32	15	519
32	15	1051
32	22	278
32	22	519
32	22	1051
32	278	519
32	278	1051
32	519	1051
278	15	22
278	15	32
278	15	519
278	15	1051
278	22	32
278	22	519
278	22	1051
278	32	519
278	32	1051
278	519	1051
519	15	22
519	15	32
519	15	278
519	15	1051
519	22	32
519	22	278
519	22	1051
519	32	278
519	32	1051
519	278	1051
1051	15	22
1051	15	32
1051	15	278
1051	15	519
1051	22	32
1051	22	278
1051	22	519
1051	32	278
1051	32	519
1051	278	519
15	22	32
15	22	278
15	22	519
15	22	1051
15	32	278
15	32	519
15	32	1051
15	278	519
15	278	1051
15	519	1051
22	15	32
22	15	278
22	15	519
22	15	1051
22	32	278
22	32	519
22	32	1051
22	278	519
22	278	1051
22	519	1051
32	15	22
32	15	278
32	15	519
32	15	1051
32	22	278
32	22	519
32	22	1051
32	278	519
32	278	1051
32	519	1051
278	15	22
278	15	32
278	15	519
278	15	1051
278	22	32
278	22	519
278	22	1051
278	32	519
278	32	1051
278	519	1051
519	15	22
519	15	32
519	15	278
519	15	1051
519	22	32
519	22	278
519	22	1051
519	32	278
519	32	1051
519	278	1051
1051	15	22
1051	15	32
1051	15	278
1051	15	519
1051	22	32
1051	22	278
1051	22	519
1051	32	278
1051	32	519
1051	278	519
15	22	32
15	22	278
15	22	519
15	22	1051
15	32	278
15	32	519
15	32	1051
15	278	519
15	278	1051
15	519	1051
22	15	32
22	15	278
22	15	519
22	15	1051
22	32	278
22	32	519
22	32	1051
22	278	519
22	278	1051
22	519	1051
32	15	22
32	15	278
32	15	519
32	15	1051
32	22	278
32	22	519
32	22	1051
32	278	519
32	278	1051
32	519	1051
278	15	22
278	15	32
278	15	519
278	15	1051
278	22	32
278	22	519
278	22	1051
278	32	519
278	32	1051
278	519	1051
519	15	22
519	15	32
519	15	278
519	15	1051
519	22	32
519	22	278
519	22	1051
519	32	278
519	32	1051
519	278	1051
1051	15	22
1051	15	32
1051	15	278
1051	15	519
1051	22	32
1051	22	278
1051	22	519
1051	32	278
1051	32	519
1051	278	519
172	386	558
172	386	626
172	386	835
172	386	1093
172	558	626
172	558	835
172	558	1093
172	626	835
172	626	1093
172	835	1093
386	172	558
386	172	626
386	172	835
386	172	1093
386	558	626
386	558	835
386	558	1093
386	626	835
386	626	1093
386	835	1093
558	172	386
558	172	626
558	172	835
558	172	1093
558	386	626
558	386	835
558	386	1093
558	626	835
558	626	1093
558	835	1093
626	172	386
626	172	558
626	172	835
626	172	1093
626	386	558
626	386	835
626	386	1093
626	558	835
626	558	1093
626	835	1093
835	172	386
835	172	558
835	172	626
835	172	1093
835	386	558
835	386	626
835	386	1093
835	558	626
835	558	1093
835	626	1093
1093	172	386
1093	172	558
1093	172	626
1093	172	835
1093	386	558
1093	386	626
1093	386	835
1093	558	626
1093	558	835
1093	626	835
172	386	558
172	386	626
172	386	835
172	386	1093
172	558	626
172	558	835
172	558	1093
172	626	835
172	626	1093
172	835	1093
386	172	558
386	172	626
386	172	835
386	172	1093
386	558	626
386	558	835
386	558	1093
386	626	835
386	626	1093
386	835	1093
558	172	386
558	172	626
558	172	835
558	172	1093
558	386	626
558	386	835
558	386	1093
558	626	835
558	626	1093
558	835	1093
626	172	386
626	172	558
626	172	835
626	172	1093
626	386	558
626	386	835
626	386	1093
626	558	835
626	558	1093
626	835	1093
835	172	386
835	172	558
835	172	626
835	172	1093
835	386	558
835	386	626
835	386	1093
835	558	626
835	558	1093
835	626	1093
1093	172	386
1093	172	558
1093	172	626
1093	172	835
1093	386	558
1093	386	626
1093	386	835
1093	558	626
1093	558	835
1093	626	835
172	386	558
172	386	626
172	386	835
172	386	1093
172	558	626
172	558	835
172	558	1093
172	626	835
172	626	1093
172	835	1093
386	172	558
386	172	626
386	172	835
386	172	1093
386	558	626
386	558	835
386	558	1093
386	626	835
386	626	1093
386	835	1093
558	172	386
558	172	626
558	172	835
558	172	1093
558	386	626
558	386	835
558	386	1093
558	626	835
558	626	1093
558	835	1093
626	172	386
626	172	558
626	172	835
626	172	1093
